제목,날짜,분류,본문,반응수
산하기관 직원 표적감사 논란 고양시 감사관 2번째 '직위해제',20230801,정치,"산하기관 직원에 대한 표적감사 논란으로 지난해 직위에서 해제됐던 고양시 감사관이 복직 명령을 받은 직후 또다시 송사에 휘말려 두번째 직위해제됐다.    고양시 청사[고양시 제공, 재판매 및 DB 금지]    1일 고양시 등에 따르면 시는 감사관 A씨를 지난달 17일자로 복직시켰지만, 경찰로부터 또 다른 수사를 개시한다는 통보를 받고 A씨를 다시 직위해제했다.    A 감사관이 처음 직위해제된 것은 지난해 11월 시민단체로부터 '위계에 의한 직권남용' 혐의로 경찰에 고발당한 게 계기였다.    시민단체는 고양시 감사실이 고양 도시관리공사의 팀장급 B씨에 대해 감사를 벌여 해고하는 과정에서 대면 조사를 하지 않은 것이 '위계에 의한 직권남용'이라며 A 감사관과 감사실 일부 직원을 경찰에 수사의뢰했다.    이에 앞서 감사실은 B 팀장이 고양 도시관리공사 도시재생센터에 입사하는 과정에서 비리 의혹이 접수됐다며 감사를 진행했으며, B 팀장이 채용 기준을 충족하지 못했다는 이유로 지난해 6월 해고를 통보했다.    하지만 B 팀장이 낸 재심에서 채용 자격에 문제가 없었던 것으로 인정되면서 지난해 11월 해고처분이 무효가 됐다. 시민단체는 이를 토대로 A 감사관을 고발했었다.    이와 관련해 지난달 경찰의 불송치 결정이 나오자 고양시는 A 감사관을 복직시켰다.     하지만 B 팀장이 '명예훼손' 등의 혐의로 A 감사관을 고소하고 경찰이 수사 개시를 통보하자 고양시는 A 감사관을 다시 직위해제했다.     B 팀장은 연합뉴스에 ""해고를 정해두고 표적감사를 했다는 정황이 감사 과정은 물론 감사자료 처음부터 끝까지 다 드러나는데도 감사관은 감사 권한만 주장한다""면서 ""그래서 경찰의 재수사는 마땅하다고 생각했기에 직접 고소하게 된 것""이라고 밝혔다.    이에 대해 시 관계자는 ""감사관에 대한 경찰의 추가 수사 개시 통보로 직위해제 처분했다""며 ""수사가 끝날 때까지 감사관 자리는 당분간 감사기획팀장이 대신해야 할 상황""이라고 말했다.",2
'프로축구 입단 뒷돈' 안산FC 전 대표 구속영장,20230801,사회,"2천700만원 수수 혐의…前전력강화팀장도 영장    서울중앙지검[연합뉴스TV 제공]      프로축구 선수 입단 비리 의혹을 수사하는 검찰이 안산그리너스FC 전 대표 등 구단 관계자들의 신병 확보에 나섰다.    1일 법조계에 따르면 서울중앙지검 형사9부(김현아 부장검사)는 전날 프로축구 2부 리그인 K리그2 안산FC 이종걸(61) 전 대표이사와 전직 전력강화팀장 배모(44)씨에 대해 배임수재 혐의로 구속영장을 청구했다.    검찰 관계자는 ""중개인과 구단이 유착해 선수 선발의 공정성을 해친 축구계의 고질적 병폐""라며 ""수수액도 상당하고 증거인멸 우려도 있어 구속영장을 청구했다""고 설명했다.    검찰에 따르면 이씨는 지난해 11월부터 올해 1월까지 선수 2명을 안산FC에 입단시켜주는 대가로 에이전트 최모(36·구속)씨에게서 현금 1천만원과 1천700만원 상당의 고급 시계 등 총 2천700만원을 챙긴 혐의를 받는다.    전력강화팀장으로 일하던 배씨는 지난해 8월부터 올해 2월까지 구단의 스카우트 업무를 총괄하면서 이 선수들을 입단시켜주는 대가로 최씨에게서 현금 3천만원을 받은 혐의가 있다.    검찰은 앞서 임종헌(57·구속기소) 전 안산FC 감독을 재판에 넘기고 에이전트 최씨를 영장 재청구 끝에 구속하며 수사에 속도를 내고 있다.     검찰은 이씨와 배씨의 신병을 확보해 선수 선발과 관련한 구단 차원의 조직적인 공모가 있었는지 등을 추궁할 방침이다.",5
원내대책회의 참석하는 윤재옥 원내대표,20230801,정치,"국민의힘 윤재옥 원내대표(가운데), 박대출 정책위의장(왼쪽), 이철규 사무총장이 1일 오전 서울 여의도 국회에서 열린 원내대책회의에 참석하고 있다. 2023.8.1",0
[특징주] 철근 누락 아파트 발표에 관련 건설주 '약세',20230801,경제,"[그래픽] 철근 누락 한국토지주택공사(LH) 아파트 단지  파주 운정(A34 임대), 남양주 별내(A25 분양), 아산 탕정(2-A14 임대) 등 지하주차장 철근을 빠뜨린 한국토지주택공사(LH) 아파트 15개 단지가 공개됐다.     원희룡 국토교통부 장관은 31일 정부서울청사에서 브리핑을 열어 철근 누락 LH 아파트 명단과 시공사, 감리 담당사를 공개했다.    circlemin@yna.co.kr    페이스북 tuney.kr/LeYN1 트위터 @yonhap_graphics  지하주차장 철근을 빠뜨린 한국토지주택공사(LH) 아파트 15개 단지 명단이 공개된 가운데 1일 시공을 맡은 건설사의 주가가 하락하고 있다.    이날 오전 9시 19분 현재 효성중공업은 전 거래일 대비 5.50% 내린 16만4천900원에 거래 중이다.    한신공영도 전 거래일 대비 2.18% 하락하고 있다.     전날 국토부는 LH 발주 아파트 중 지하 주차장에 무량판 구조를 적용한 91개 단지를 전수 조사한 결과 15개 단지에서 있어야 할 철근이 빠져 있었다고 발표했다.    철근 누락 아파트 시공사는 한신공영, 효성중공업, DL건설, 대보건설, 삼환기업 등 13곳으로 나타났다.",1
원내대책회의 참석하는 윤재옥 원내대표,20230801,정치,"국민의힘 윤재옥 원내대표(가운데), 박대출 정책위의장(왼쪽), 이철규 사무총장이 1일 오전 서울 여의도 국회에서 열린 원내대책회의에 참석하고 있다. 2023.8.1",0
이미지 생성 AI로 아동 성 착취물 제작한 40대 구속 기소,20230801,사회,"""가상이미지라도 실제 아동으로 인식""…아동청소년성보호법 적용    부산지검[연합뉴스TV 제공]      이미지 생성 인공지능(AI)을 활용해 아동 성적 착취물을 제작한 남성이 구속돼 재판에 넘겨졌다.     부산지방검찰청은 아동·청소년의 성보호에 관한 법률(아청법) 위반 혐의로 40대 A씨를 구속기소 했다고 1일 밝혔다.    A씨는 지난 4월께 자신의 노트북에서 이미지 생성 AI 프로그램에 '10살', '나체' 등의 명령어를 입력해 아동 성 착취물을 제작한 혐의로 받고 있다.     아동 신체 노출이나 성적 행위를 하는 모습 등이 담긴 이미지 파일 360여개를 제작한 것으로 전해졌다.    A씨는 또 실제 사람이 등장하는 불법 성인 영상물을 제작·배포한 혐의도 받는다.    검찰은 AI로 제작된 아동 성 착취물에 대해 실제 아동을 출연시킨 것과 동일하게 아청법 위반을 적용했다.    검찰 관계자는 ""아청법상 성 착취물은 아동·청소년으로 명백하게 인식될 수 있는 사람이나 표현물이 등장해 성적 행위를 하는 내용을 담은 것""이라면서 ""AI를 활용해 만든 가상의 이미지라고 해도 실제 아동으로 명백하게 인식될 수 있는 만큼 아청법을 적용했다""고 설명했다.     아청법상 아동·청소년 성 착취물을 제작한 사람은 무기징역 또는 5년 이상 유기징역에 처하게 돼 있다.",1
포항공대·한동대 글로컬대학 선정에 포항 기관·단체 협력,20230801,사회,"경북 포항시가 1일 글로컬대학 지정 지원을 위해 '글로컬대학 30 육성 거버넌스'를 구성해 활동에 들어갔다.    글로컬대학 30 육성 거버넌스는 최근 교육부의 글로컬대학 사업 대상 예비선정에 포항공대(포스텍)와 한동대가 포함됨에 따라 본 지정을 위한 협력체계를 구축하기 위해 구성됐다.    거버넌스에는 포항시, 시의회, 포항공대, 한동대, 포스코홀딩스, 포스코퓨처엠, 에코프로, 포항산업과학연구원, 포항테크노파크, 포항금속소재산업진흥원, 선린대, 포항대, 포항상공회의소, 한국은행 포항본부가 참여했다.    참여 기관은 전문지식과 역량을 활용해 포항공대와 한동대가 글로컬대학에 선정될 수 있도록 협력을 강화한다.    시는 최근 관련 부서와 포항공대, 한동대로 이뤄진 글로컬대학 30 실행계획 수립 태스크포스를 구성했다.    포항시 일자리경제국장을 단장으로 한 태스크포스는 20명으로 구성돼 세부 사업계획과 실행계획 구체화 등을 논의하고 있다.    교육부는 10월에 비수도권 대학의 자율적 혁신을 위해 5년간 1천억원을 지원하는 10개 안팎의 글로컬대학을 최종 선정할 예정이다.    이강덕 시장은 ""글로컬대학 선정을 통해 포항의 '인재양성-취·창업-정주'로 이어지는 선순환 생태계 조성으로 지속 가능한 도시를 건설하겠다""고 말했다.    포항시 글로컬대학 실행계획 수립 태스크포스 회의[포항시 제공. 재판매 및 DB 금지]",1
"에코프로형제, 장 초반 혼조세…이차전지주 급변동세 진정되나",20230801,경제,"분주한 딜링룸[연합뉴스 자료사진]      지난주 일제히 급락세를 보였다 재차 급반등한 이차전지주들이 1일 장 초반 투자자들의 눈치 보기 속에 상승 탄력이 약화한 움직임을 보이고 있다.    전반적으로 그간 극심했던 주가 변동성은 우선 진정된 분위기다.    이날 오전 9시 9분 코스닥시장에서 에코프로의 주가는 전 거래일 대비 2.73% 오른 124만원에 형성됐다.    주가는 개장 직후 6.38% 뛴 128만4천원까지 올랐다가 금세 강세 폭을 줄였다.    형제주인 에코프로비엠은 1.55% 상승 출발했으나 이내 하락 전환해 현재 0.72% 내린 41만6천원에서 거래되고 있다.    유가증권시장에서는 POSCO홀딩스가 전장보다 0.31% 내린 64만원, 포스코퓨처엠은 1.52% 하락한 51만9천원으로 동반 약세다.    두 종목 모두 상승세로 장을 시작했으나 곧 내림세로 돌아섰다.    이외에도 LG화학(0.77%)과 엘앤에프(0.39%)는 강보합 수준에서, LG에너지솔루션(-0.36%)과 SK이노베이션(-0.46%) 등은 약보합권에서 움직이고 있다.    금양 역시 개장 직후 7% 이상의 상승률을 보이다 현재 1.19% 오른 16만1천원에 거래 중이다.    지난 28일 상한가로 마감하고 전날에도 10% 이상 올랐던 자이글은 0.56% 내린 1만9천520원이다.",0
장수군 규모 3.5 지진으로 '균열 피해' 7건 발생,20230801,사회,"장수군 지진 정보 보여주는 예보관[연합뉴스 자료사진]  지난달 29일 오후 7시 7분께 장수군 북쪽 17㎞ 지역(천천면)에서 규모 3.5 지진이 발생한 이후 균열 피해 7건이 접수됐다고 전북도가 1일 밝혔다.    이날 오전 7시 현재 장수군과 진안군에서 부속건물 4곳과 담장 2곳, 아파트 1곳의 균열 발생 신고가 접수됐다.    지역별로는 장수 5건, 진안 2건이며 인명 피해는 발생하지 않았다.    지진의 느낌을 받았다는 신고는 소방에 43건이 접수됐다.    전북도는 지진 피해시설물 평가단을 운영해 추후 보수할 예정이다.    장수군 지진에 담장 균열[연합뉴스 자료사진]또 도와 각 시·군은 댐 4곳과 저수지 2천188곳, 양·배수장 749곳 등의 점검을 마쳤다.    이번 지진은 올해 한반도와 주변 해역에서 발생한 지진 가운데 규모가 세 번째로 큰 수준이다.    도 관계자는 ""지진 피해 여부를 지속해서 모니터링하겠다""고 말했다.",0
"'쿠데타 벨트' 국가들 ""니제르 외국군 개입, 선전포고로 간주""",20230801,세계,"말리·부르키나파소·기니, 서아프리카기구 대응에 반대 천명미 국무부 당국자 ""니제르 군부 장악 되돌리기 쉽지 않을 듯""    지난달 30일(현지시간) 니제르에서 열린 군부 쿠데타 지지 시위 [EPA=연합뉴스]      서아프리카 니제르에서 발생한 쿠데타 사태가 주변 아프리카 국가 간 갈등으로 번지며 역내 긴장이 커지고 있다.    서아프리카 국가 연합체인 서아프리카경제공동체(ECOWAS)가 군대 동원을 언급하며 쿠데타를 일으킨 니제르 군부를 압박하자 이른바 '쿠데타 벨트'에 포함되는 니제르 이웃 국가인 말리와 부르키나파소가 니제르에 대한 군사적 개입을 자신들에 대한 전쟁 선포로 간주할 것이라고 경고하고 나섰다.    AFP 통신에 따르면 말리와 부르키나파소는 지난달 31일(현지시간) 공동 성명을 통해 축출된 모하메드 바줌 대통령을 복귀시키기 위한 니제르에 대한 어떠한 군사적 개입도 ""우리 두 나라에 대한 전쟁 선포나 다름없다""고 경고했다.    두 나라는 ""니제르에 대한 군사적 개입의 끔찍한 결과가 지역 전체를 불안정하게 만들 수 있다""면서 ""니제르 국민과 당국에 대한 불법적이고 비인도적인 제재를 적용하는 것을 거부한다""고 밝혔다.     앞서 전날인 지난달 30일 서아프리카 15개 국가가 참여하는 ECOWAS는 일주일 안에 헌정 질서를 회복하지 않으면 군대를 동원할 수도 있다며 니제르 군부를 압박했다. 쿠데타 지도부에 대한 경제제재 및 여행 제한 조치도 결의했다.     말리와 부르키나파소의 인접국인 기니도 별도의 성명을 통해 ""군사 개입을 포함해 ECOWAS가 권고한 제재에 동의하지 않는다""는 입장을 밝혔다.     이어 ""불법적이고 비인도적인 이러한 제재를 적용하지 않기로 했다""며 ECOWAS에 입장을 재고할 것을 촉구했다.     니제르에서는 지난달 26일 군부 세력이 쿠데타를 일으켰다. 쿠데타를 주도한 압두라흐마네 티아니 대통령 경호실장은 바줌 대통령을 억류하고 스스로를 국가 원수로 천명했다.     [그래픽] 아프리카 '쿠데타 벨트'  0eun@yna.co.kr    트위터 @yonhap_graphics  페이스북 tuney.kr/LeYN1    말리와 부르키나파소, 기니 세 나라는 최근 몇 년 새 군부가 쿠데타로 정권을 장악한 아프리카 사헬 지역(사하라 사막 남쪽 주변) 국가들이다.     이들 세 나라를 비롯해 수단, 차드 등 사헬 지역의 여러 국가에서는 잇따라 군부 세력이 무력으로 권력을 장악했다. 여기에 민주 정부가 안정적으로 자리 잡는 듯했던 니제르에서도 쿠데타가 일어나면서 이 지역에 '쿠데타 벨트'가 완성되며 혼란이 커지고 있다.     미국 국무부의 고위 당국자는 군부가 정권을 장악한 니제르의 상황을 되돌리기가 쉽지 않을 것으로 내다봤다고 로이터 통신이 보도했다.     익명을 요구한 이 당국자는 ""미국의 목표는 군부 장악을 되돌리려는 ECOWAS의 노력을 지원하는 것""이라면서 하지만 군부 장악을 되돌리기에는 기회가 적다고 말했다.    또 미국의 외교·군사적 입장은 민주적으로 선출된 정부가 복원되는지 여부에 달려 있다고 강조했다.     그는 ""우리가 이 지역을 도울 수 있는지, 니제르인들이 이것(군부 장악)을 되돌릴지와 관련해 우리의 입장은 앞으로 며칠, 일주일 동안 일어날 일에 달렸다""고 말했다.     니제르를 식민 지배했던 프랑스와 미국 등 서방 국가들은 니제르를 이슬람국가(IS), 알카에다 등 이슬람 극단주의 무장세력에 맞선 대테러전 거점으로 삼아왔다.     니제르에 주둔 중인 미군은 약 1천100명으로 두 곳의 기지에서 작전을 수행하고 있으며 현재까지는 태세 변경과 관련한 발표가 없었다고 로이터는 전했다.",2
